book_id,goodreads_book_id,title,authors,average_rating,ratings_count,to_read_count,tag_list
2214,21436,"Cat and Mouse (Alex Cross, #4)","James Patterson, Keith David, Anthony Heald",3.96,45217,40,"to-read, paris, jamespatterson, james-patterson-read, james-patterson-books"
2215,80674,"Superfudge (Fudge, #3)",Judy Blume,3.98,50917,20,"to-read, children-young-adult, read-alouds, ya-fiction, when-i-was-young"
2216,28815474,The Couple Next Door,Shari Lapena,3.74,63237,202,"mystery, stand-alone, family, contemporary-fiction, 2017-books-read"
2217,11563110,"Hallowed (Unearthly, #2)",Cynthia Hand,4.15,58860,103,"to-read, contemporary, read-2014, favorite-series, nephilim"
2218,17333324,Ancillary Justice (Imperial Radch #1),Ann Leckie,3.97,38747,195,"to-read, science-fiction-fantasy, imperial-radch, dropped, lgbt"
2219,5038,"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,3.67,43424,43,"to-read, fantasy-series, own-it, favourites, read-fantasy"
2220,4122,Built to Last: Successful Habits of Visionary Companies,"James C. Collins, Jerry I. Porras",3.98,39618,60,"to-read, leadership-management, economics-business, church, education"
2221,20758175,The Life We Bury,Allen Eskens,3.93,35689,108,"to-read, novel, crime-mystery, historical-fiction, own-it"
2222,3412815,Fireproof,Eric Wilson,4.47,37258,30,"to-read, young-adult-fiction, contemporary-romance, books-i-have, on-my-bookshelf"
2223,295961,"The Eagle Has Landed (Liam Devlin, #1)",Jack Higgins,4.15,41677,40,"fiction, literature, crime, e-book, contemporary-fiction"
2224,30273,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,4.12,58023,21,"to-read, sci-fi, sleuths, occult, fantasy-sci-fi"
2225,1857440,"John Dies at the End (John Dies at the End, #1)",David Wong,3.92,35387,207,"to-read, general, adventure, tales, friends"
2226,17349,The Demon-Haunted World: Science as a Candle in the Dark,"Carl Sagan, Ann Druyan",4.27,40583,225,"to-read, sociology, philosophy-religion, favorite, i-own"
2227,6408862,Stolen: A Letter to My Captor,Lucy Christopher,3.93,52435,159,"to-read, ya-fiction, audio, borrowed, ya-books"
2228,95558,Solaris,Stanisław Lem,3.97,41249,113,"to-read, sci-fi-and-fantasy, i-own, science-fiction-and-fantasy, must-read"
2229,227603,Prozac Nation,Elizabeth Wurtzel,3.57,44408,165,"to-read, memoir-autobiography, stand-alone, nonfic, biographies-memoirs"
2230,24784,The Black Cauldron (The Chronicles of Prydain #2),Lloyd Alexander,4.13,49138,53,"to-read, sf-fantasy, fiction-fantasy, to-re-read, favourites"
2231,141565,This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,3.86,37465,174,"to-read, maybe, favourites, non-fiction-science, to-read-science"
2232,17888952,The First Phone Call from Heaven,Mitch Albom,3.73,38957,101,"to-read, death, own-to-read, bookclub, want-to-read"
2233,61115,Possible Side Effects,Augusten Burroughs,3.97,38243,105,"to-read, read-in-2007, kindle, books, non-fiction-memoir"
2234,17884042,Still Life with Bread Crumbs,Anna Quindlen,3.63,35682,137,"to-read, literature, 2015-reads, favorite-authors, american"
2235,16322,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,3.97,49513,42,"to-read, read-in-2013, read-in-2017, e-book, historical"
2236,280111,Holy Bible: New International Version,Anonymous,4.61,40430,21,"to-read, literature, read-again, ebook, romance"
2237,10993282,"Lover Reborn (Black Dagger Brotherhood, #10)",J.R. Ward,4.35,57866,104,"to-read, adult-romance, mf, vampire-books, read-2013"
2238,110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,4.11,57839,58,"to-read, 3-stars, humorous, e-books, guilty-pleasures"
2239,68378,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Margaret Weis, Tracy Hickman",4.12,39928,16,"fantasy, home-library, adult-fiction, to-re-read, romance"
2240,5517,A Raisin in the Sun,Lorraine Hansberry,3.72,44237,55,"to-read, own-it, books, novels, my-books"
2241,40445,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,4.1,41505,148,"science-fiction, did-not-finish, adventure, richard-morgan, hard-boiled"
2242,34993,"The Sum of All Fears (Jack Ryan Universe, #7)",Tom Clancy,3.99,43888,23,"to-read, home-library, spy-fiction, popular-fiction, fic"
2243,25837341,The Good Neighbor,A.J. Banner,3.33,37604,56,"currently-reading, mystery-suspense-thriller, thriller-mystery, arc, meh"
2244,17131869,"Saga, Vol. 2 (Saga, #2)","Brian K. Vaughan, Fiona Staples",4.57,56122,36,"to-read, i-own, manga-graphic-novels, re-read, graphicnovels"
2245,231562,"The Enemy (Jack Reacher, #8)",Lee Child,4.15,42205,42,"to-read, army, paperback, read-2016, read-in-2013"
2246,20604826,Flash Boys: A Wall Street Revolt,Michael   Lewis,4.12,18379,72,"to-read, read-in-2016, america, english, my-books"
2247,193755,The Diving Bell and the Butterfly,"Jean-Dominique Bauby, Jeremy Leggatt",4.01,41037,198,"non-fiction, drama, disabilities, autobiographical, to-read-nonfiction"
2248,13538641,Killing Kennedy: The End of Camelot,"Bill O'Reilly, Martin Dugard",4.05,35799,93,"to-read, read-in-2017, history-biography, non-fiction-history, us-history"
2249,25387351,Rogue Lawyer,John Grisham,3.7,29156,66,"fiction, wish-list, lawyer, borrowed, e-books"
2250,10538,The Life and Times of the Thunderbolt Kid,Bill Bryson,3.93,42680,81,"to-read, audible, novels, adventure, essays"
2251,7159515,Still Missing,Chevy Stevens,3.96,44223,166,"to-read, e-book, 2011-reads, maybe, read-2012"
2252,4912,"'Tis (Frank McCourt, #2)",Frank McCourt,3.66,40726,36,"to-read, american, in-my-library, humor, audio-book"
2253,39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,4.01,41815,337,"to-read, my-books, on-hold, home-library, indigenous"
2254,22489107,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,4.02,59545,205,"to-read, reviewed, fantasy-sci-fi, books-read-in-2015, 2015-reading-challenge"
2255,361459,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.03,41102,145,"to-read, bio-memoir, philosophy, american, contemporary"
2256,381421,Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,4.54,35219,37,"to-read, purchased, devos, daily-reading, ongoing"
2257,14940,Who's Afraid of Virginia Woolf?,Edward Albee,4.09,45045,129,"to-read, to-read-classics, humor, lit, general-fiction"
2258,1128434,"The Last Wish (The Witcher, #1)",Andrzej Sapkowski,4.2,36262,171,"to-read, translated, dnf, did-not-finish, short-story"
2259,17841,Foucault's Pendulum,"Umberto Eco, William Weaver",3.89,40829,148,"to-read, lit, modern, favorite, i-own"
2260,270067,A Pocket for Corduroy,Don Freeman,4.29,47277,10,"to-read, other, read-childrens, childhood-favorite, childrens-book"
2261,21445,"The 5th Horseman (Women's Murder Club, #5)","James Patterson, Maxine Paetro",4.03,45097,34,"to-read, novels, mystery-suspense-thriller, library-book, mystery-detective"
2262,153008,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,4.04,52071,141,"to-read, fantasy-series, my-library, paranormal, kushiel"
2263,7501962,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,4.23,35611,266,"to-read, my-library, never-finished, did-not-finish, autobiography"
2264,11746513,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,3.92,52993,78,"to-read, to-buy, guilty-pleasures, contemporary-romance, adventure"
2265,6686092,"Lies (Gone, #3)",Michael  Grant,4.09,48506,68,"young-adult, ya-books, abandoned, e-books, read-2014"
2266,672493,The Pursuit of God,A.W. Tozer,4.38,35078,59,"to-read, on-kindle, shelfari-favorites, all-time-favorites, devotionals"
2267,9659607,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,4.23,64066,118,"to-read, ya-fiction, young-adult-fiction, read-2013, my-favorites"
2268,462033,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,3.91,49820,156,"to-read, cozy, to-read-fiction, read-in-2014, uk"
2269,43916,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.32,43964,48,"to-read, sff, read-in-2012, read-2016, e-book"
2270,5453,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,3.8,56113,49,"to-read, childhood-books, my-bookshelf, books, read-more-than-once"
2271,34527,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,4.26,46370,39,"to-read, read-in-2015, urban-fantasy, i-own, adventure"
2272,7822895,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",4.46,29944,31,"to-read, re-read, krimi, drama, have"
2273,29981261,The Butterfly Garden (The Collector #1),Dot Hutchison,4.07,53568,103,"to-read, must-read, books-read-in-2016, own-kindle, kidnapping"
2274,9370,Skinny Legs and All,Tom Robbins,4.03,32991,56,"to-read, popular-fiction, surreal, read-long-ago, hard-copy"
2275,5604848,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,4.34,63734,47,"to-read, nook, to-buy, paranormal-urban-fantasy, pnr-uf"
2276,16134782,"In Flight (Up in the Air, #1)",R.K. Lilley,4.1,64984,75,"favorites, maybe, erotica-bdsm, romance-erotica, favorite-books"
2277,13128,"Cross (Alex Cross, #12)",James Patterson,3.99,42476,47,"to-read, james-patterson-books, audible, my-bookshelf, mystery-suspense-thriller"
2278,19448,"All-American Girl (All-American Girl, #1)",Meg Cabot,3.73,55938,24,"to-read, childhood-reads, romantic, young-adults, paperback"
2279,27,Neither Here nor There: Travels in Europe,Bill Bryson,3.88,42170,110,"to-read, home-library, read-in-2012, shelfari-favorites, read-in-2015"
2280,23228,Boy Meets Boy,David Levithan,3.85,48960,127,"to-read, ya-contemporary, relationships, ya-romance, want-to-read"
2281,17349023,We Are Water,Wally Lamb,3.79,35457,213,"to-read, gay-marriage, realistic-fiction, my-library, my-books"
2282,3393124,"Max (Maximum Ride, #5)",James Patterson,4.07,57039,64,"to-read, ya-books, read-in-2009, want, books-i-have"
2283,7778981,"Halo (Halo, #1)",Alexandra Adornetto,3.67,56216,163,"to-read, read-in-2012, favorite, could-not-finish, audiobook"
2284,95186,The Inheritance of Loss,Kiran Desai,3.41,37967,153,"to-read, modern-fiction, bookgroup, cultural, man-booker-prize-winner"
2285,13813,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,4.17,45104,24,"to-read, elves, read-2016, e-book, reread"
2286,16640,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",3.63,37293,74,"classics, europe, adult, roman, read-in-2016"
2287,3570231,"At Grave's End (Night Huntress, #3)",Jeaniene Frost,4.31,65397,37,"to-read, funny, to-buy, favorite-books, owned-books"
2288,24687,Don't Let's Go to the Dogs Tonight,Alexandra Fuller,3.96,39298,119,"to-read, read-in-2012, bio, racism, finished"
2289,41424,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,54512,140,"to-read, high-fantasy, own-it, reread, my-books"
2290,6604712,Eating Animals,Jonathan Safran Foer,4.18,43238,196,"to-read, on-hold, nature, farming, sustainability"
2291,355917,"Flyte (Septimus Heap, #2)","Angie Sage, Mark Zug",3.99,54400,42,"to-read, fantasia, young-adult-fiction, wizard, witches-wizards"
2292,13637412,ساق البامبو,"سعود السنعوسي, Saud Alsanousi",4.25,38969,73,"to-read, my-favorite-books, ١, paused, مكتبتى"
2293,10429092,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,3.81,57551,365,"to-read, tbr-pile, on-my-shelf, library, princess"
2294,7137327,"Enclave (Razorland, #1)",Ann Aguirre,3.92,55155,342,"to-read, want-to-read, series-to-start, e-book, favorite"
2295,4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"Dava Sobel, Neil Armstrong",3.95,38151,116,"to-read, biographical, math-science, general-science, nf"
2296,232145,"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell,4.05,43531,28,"mystery, borrowed, audio-book, female-author, drama"
2297,14706,Faust: First Part,"Johann Wolfgang von Goethe, Peter Salm",3.93,43276,154,"to-read, college, i-own, gothic, europe"
2298,296662,Lies My Teacher Told Me,James W. Loewen,3.96,37903,347,"to-read, recommended, classics, gcisd-25-book-challenge, critical-thinking"
2299,45108,"Fool's Fate (Tawny Man, #3)",Robin Hobb,4.38,43985,39,"to-read, young-adult, fantasy-sci-fi, to-read-fantasy, medieval"
2300,3217221,"Locke & Key, Vol. 1: Welcome to Lovecraft","Joe Hill, Gabriel Rodríguez",4.18,46590,137,"to-read, ya, library-book, read-in-english, graphic-novels-manga"
2301,6043849,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,4.2,45578,86,"to-read, tbr-pile, library-books, read-in-english, dystopias"
2302,73062,Scarlett,Alexandra Ripley,3.44,38992,27,"to-read, southern-lit, crap, guilty-pleasures, historical-novel"
2303,30241,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,4.1,56782,24,"urban-fantasy, ghosts, witches, weres, uf"
2304,46165,This Side of Paradise,F. Scott Fitzgerald,3.68,40074,158,"to-read, the-classics, read-in-2016, the-perks-of-being-a-wallflower, personal-library"
2305,11797365,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,3.99,37392,137,"to-read, read-in-2015, 2013-reads, non-fiction-to-read, read-2015"
2306,30263,"Every Which Way But Dead (The Hollows, #3)",Kim Harrison,4.29,56023,40,"to-read, scifi-fantasy, paranormal-fiction, e-books, audio-books"
2307,25852870,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",Curtis Sittenfeld,3.63,37189,242,"to-read, library-book, sisters, maybe, women-s-fiction"
2308,6988014,Seven Days in the Art World,Sarah Thornton,3.54,26047,26,"to-read, artists, arty, art-reference, read2012"
2309,597790,The Children of Húrin,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",3.94,39551,114,"to-read, middle, personal-library, fantasía, science"
2310,78427,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,4.29,37689,52,"to-read, borrowed, home, finished, must-read"
2311,61549,Mr. Popper's Penguins,"Richard Atwater, Florence Atwater, Robert Lawson",3.95,48964,39,"to-read, adventure, novels, home-library, family-read-aloud"
2312,234724,"Shadow Puppets (Ender's Shadow, #3)",Orson Scott Card,3.88,43517,56,"to-read, fantasy-scifi, sff, space-opera, own-it"
2313,19103097,"The Magician's Land (The Magicians, #3)",Lev Grossman,4.16,40799,165,"to-read, high-fantasy, library-book, modern-fantasy, sf-fantasy"
2314,10979,Light in August,William Faulkner,3.93,42101,143,"classics, re-read, kindle, south, modern-library"
2315,24335,The Trumpet of the Swan,"E.B. White, Fred Marcellino",4.06,53191,16,"to-read, family-read-aloud, childrens-fiction, re-read, family-read-alouds"
2316,13641208,Tenth of December,George Saunders,3.96,39183,218,"currently-reading, audio-book, collection, sci-fi, ebooks"
2317,6944032,"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon,4.23,25985,43,"to-read, favorite, erotic, 5-stars, read-in-2010"
2318,998,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,"Thomas J. Stanley, William D. Danko",4.0,43937,57,"to-read, financial-planning, finance-business, business-economics, did-not-finish"
2319,5267365,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter,4.2,55517,31,"to-read, read-in-2011, fantasy, realistic, teen-books"
2320,14318,"Chronicles, Vol. 1",Bob Dylan,3.98,35468,93,"to-read, nobel-prize, ebook, own-it, english"
2321,26,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,40254,112,"to-read, unfinished, fun, 1980s, humorous"
2322,9500416,Dreams of Joy (Shanghai Girls #2),Lisa See,4.06,43863,114,"to-read, shanghai, e-books, shelfari-favorites, sequel"
2323,43326,Tell Me Your Dreams,Sidney Sheldon,3.93,34445,14,"to-read, read-in-2013, on-my-shelf, audio, my-favorites"
2324,8248,"By the Shores of Silver Lake  (Little House, #5)","Laura Ingalls Wilder, Garth Williams",4.16,51640,17,"to-read, childrens-lit, read-more-than-once, little-house-series, kid-lit"
2325,18630,"The Player of Games (Culture, #2)",Iain M. Banks,4.26,36505,78,"to-read, sf-f, sciencefiction, 20th-century, have"
2326,24384,The Cricket in Times Square,"George Selden, Garth Williams",4.01,49987,22,"to-read, talking-animals, kids-chapter-books, children-s-chapter-books, kid-books"
2327,21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.01,40239,69,"to-read, my-library, work-books, business-and-leadership, growth"
2328,23940,Junky,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",3.85,39031,77,"to-read, literary, own-it, i-own, drug-addiction"
2329,313605,Getting to Yes: Negotiating an Agreement Without Giving In,"Roger Fisher, William Ury, Bruce Patton",3.88,37205,81,"to-read, general, personal-growth, academic, to-read-non-fiction"
2330,16136959,"Mile High (Up in the Air, #2)",R.K. Lilley,4.21,60279,22,"favorites, all-time-favorites, done, audio, romance-erotica"
2331,25111004,November 9,Colleen Hoover,4.41,53321,167,"to-read, i-own, need-to-buy, realistic-fiction, 2015-reading-challenge"
2332,29639736,"Everything We Keep (Everything We Keep, #1)",Kerry Lonsdale,3.84,69018,100,"currently-reading, own-on-kindle, want-to-read, didn-t-finish, family"
2333,15724654,"The Mighty Storm (The Storm, #1)",Samantha Towle,4.19,61203,66,"romance, alpha-males, 3-stars, re-read, na"
2334,11250317,The Song of Achilles,Madeline Miller,4.27,45373,189,"to-read, reviewed, standalone, on-hold, 2015-reads"
2335,29405093,The Girl with the Lower Back Tattoo,Amy Schumer,3.76,47809,234,"to-read, adult-nonfiction, new-york, non-fic, overdrive"
2336,99944,The Bhagavad Gita,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",4.1,33225,101,"to-read, asian, south-asia, buddhism, world-literature"
2337,431,The New York Trilogy,"Paul Auster, Art Spiegelman",3.92,34730,73,"to-read, e-book, modern, novela, new-york-city"
2338,89763,Esperanza Rising,Pam Muñoz Ryan,3.91,49106,39,"to-read, classroom, books, spanish, award-winners"
2339,5114,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,4.11,36751,24,"to-read, read-in-2017, favorite-authors, america, home-library"
2340,7455,Sex and the City,Candace Bushnell,3.37,39710,49,"to-read, american-literature, could-not-finish, relationships, book-club"
2341,30244,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton,4.12,54997,21,"to-read, occult, uf, sleuths, audio"
